,,,,,,,Daily Price Arrival Report-07-11-2025 to 07-02-2026 for Uttar Pradesh,,,,,,
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Onion,Medium,"1,300.00","1,400.00","1,320.00",Rs./Quintal,28.00,Metric Tonnes,14-11-2025
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Red,FAQ,"1,400.00","1,500.00","1,480.00",Rs./Quintal,31.00,Metric Tonnes,14-01-2026
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Onion,Medium,"1,280.00","1,360.00","1,330.00",Rs./Quintal,26.00,Metric Tonnes,13-11-2025
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Red,FAQ,"1,380.00","1,550.00","1,485.00",Rs./Quintal,32.00,Metric Tonnes,13-01-2026
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Red,Medium,"1,100.00","1,250.00","1,185.00",Rs./Quintal,28.00,Metric Tonnes,12-12-2025
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Onion,FAQ,"1,280.00","1,440.00","1,350.00",Rs./Quintal,25.00,Metric Tonnes,12-11-2025
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Red,FAQ,"1,360.00","1,550.00","1,480.00",Rs./Quintal,28.50,Metric Tonnes,12-01-2026
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Red,Medium,"1,100.00","1,200.00","1,180.00",Rs./Quintal,27.00,Metric Tonnes,11-12-2025
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Onion,Medium,"1,300.00","1,400.00","1,360.00",Rs./Quintal,6.50,Metric Tonnes,11-11-2025
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Red,FAQ,"1,080.00","1,220.00","1,140.00",Rs./Quintal,37.00,Metric Tonnes,10-12-2025
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Red,Medium,"1,280.00","1,400.00","1,350.00",Rs./Quintal,7.00,Metric Tonnes,10-11-2025
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Red,FAQ,"1,380.00","1,500.00","1,430.00",Rs./Quintal,27.00,Metric Tonnes,10-01-2026
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Red,FAQ,"1,060.00","1,220.00","1,150.00",Rs./Quintal,37.00,Metric Tonnes,09-12-2025
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Red,FAQ,"1,080.00","1,220.00","1,160.00",Rs./Quintal,32.00,Metric Tonnes,08-12-2025
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Red,Medium,"1,320.00","1,500.00","1,400.00",Rs./Quintal,27.00,Metric Tonnes,08-01-2026
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Red,Medium,"1,300.00","1,550.00","1,400.00",Rs./Quintal,25.00,Metric Tonnes,07-01-2026
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Red,Medium,"1,100.00","1,200.00","1,150.00",Rs./Quintal,33.00,Metric Tonnes,06-12-2025
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Red,FAQ,"1,100.00","1,200.00","1,170.00",Rs./Quintal,38.50,Metric Tonnes,05-12-2025
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Red,Medium,"1,100.00","1,250.00","1,170.00",Rs./Quintal,38.50,Metric Tonnes,05-12-2025
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Red,Medium,"1,300.00","1,450.00","1,330.00",Rs./Quintal,26.00,Metric Tonnes,05-01-2026
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Red,Medium,"1,100.00","1,250.00","1,180.00",Rs./Quintal,35.00,Metric Tonnes,04-12-2025
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Red,Medium,"1,100.00","1,250.00","1,200.00",Rs./Quintal,38.00,Metric Tonnes,03-12-2025
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Red,Medium,"1,180.00","1,350.00","1,320.00",Rs./Quintal,35.00,Metric Tonnes,03-01-2026
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Onion,FAQ,"1,100.00","1,220.00","1,180.00",Rs./Quintal,36.00,Metric Tonnes,02-12-2025
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Red,FAQ,"1,260.00","1,400.00","1,330.00",Rs./Quintal,40.00,Metric Tonnes,02-01-2026
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Red,Grade B,"1,060.00","1,220.00","1,190.00",Rs./Quintal,35.00,Metric Tonnes,01-12-2025
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Vegetables,Onion,Red,Medium,"1,280.00","1,400.00","1,340.00",Rs./Quintal,20.00,Metric Tonnes,01-01-2026
Uttar Pradesh,Amethi,Jafarganj APMC,Vegetables,Onion,Red,FAQ,"1,200.00","1,280.00","1,230.00",Rs./Quintal,10.00,Metric Tonnes,29-11-2025
Uttar Pradesh,Amethi,Jafarganj APMC,Vegetables,Onion,Red,FAQ,"1,200.00","1,250.00","1,230.00",Rs./Quintal,10.00,Metric Tonnes,26-12-2025
Uttar Pradesh,Amethi,Jafarganj APMC,Vegetables,Onion,Red,FAQ,"1,300.00","1,330.00","1,325.00",Rs./Quintal,51.00,Metric Tonnes,12-11-2025
Uttar Pradesh,Amethi,Jafarganj APMC,Vegetables,Onion,Red,FAQ,"1,150.00","1,220.00","1,200.00",Rs./Quintal,12.00,Metric Tonnes,10-12-2025
Uttar Pradesh,Amethi,Sultanpur APMC,Vegetables,Onion,Red,FAQ,"1,245.00","1,280.00","1,265.00",Rs./Quintal,36.00,Metric Tonnes,30-12-2025
Uttar Pradesh,Amroha,Amroha APMC,Vegetables,Onion,Red,FAQ,"1,220.00","1,360.00","1,280.00",Rs./Quintal,78.00,Metric Tonnes,17-11-2025
Uttar Pradesh,Amroha,Amroha APMC,Vegetables,Onion,Nasik,FAQ,"1,220.00","1,350.00","1,300.00",Rs./Quintal,85.00,Metric Tonnes,16-11-2025
Uttar Pradesh,Amroha,Amroha APMC,Vegetables,Onion,Red,FAQ,"1,250.00","1,370.00","1,320.00",Rs./Quintal,93.00,Metric Tonnes,15-11-2025
Uttar Pradesh,Amroha,Amroha APMC,Vegetables,Onion,Red,FAQ,"1,250.00","1,360.00","1,325.00",Rs./Quintal,88.00,Metric Tonnes,14-11-2025
Uttar Pradesh,Amroha,Amroha APMC,Vegetables,Onion,Red,FAQ,"1,270.00","1,370.00","1,330.00",Rs./Quintal,80.00,Metric Tonnes,13-11-2025
Uttar Pradesh,Amroha,Amroha APMC,Vegetables,Onion,Red,FAQ,"1,280.00","1,400.00","1,340.00",Rs./Quintal,89.00,Metric Tonnes,12-11-2025
Uttar Pradesh,Amroha,Amroha APMC,Vegetables,Onion,Red,FAQ,"1,300.00","1,400.00","1,350.00",Rs./Quintal,86.00,Metric Tonnes,11-11-2025
Uttar Pradesh,Amroha,Amroha APMC,Vegetables,Onion,Red,FAQ,"1,270.00","1,400.00","1,340.00",Rs./Quintal,95.00,Metric Tonnes,10-11-2025
Uttar Pradesh,Amroha,Amroha APMC,Vegetables,Onion,Red,FAQ,"1,300.00","1,400.00","1,350.00",Rs./Quintal,90.00,Metric Tonnes,09-11-2025
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,2.00,Metric Tonnes,30-01-2026
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"1,500.00","1,500.00","1,500.00",Rs./Quintal,1.20,Metric Tonnes,29-11-2025
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"1,000.00","1,000.00","1,000.00",Rs./Quintal,1.00,Metric Tonnes,29-01-2026
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,2.00,Metric Tonnes,28-01-2026
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,1.60,Metric Tonnes,27-01-2026
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,2.00,Metric Tonnes,26-01-2026
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,2.50,Metric Tonnes,24-12-2025
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,1.50,Metric Tonnes,23-12-2025
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,1.00,Metric Tonnes,23-01-2026
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,2.00,Metric Tonnes,22-12-2025
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,1.00,Metric Tonnes,22-01-2026
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,1.00,Metric Tonnes,21-12-2025
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,3.00,Metric Tonnes,21-01-2026
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,1.00,Metric Tonnes,20-01-2026
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,1.00,Metric Tonnes,19-12-2025
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,7.00,Metric Tonnes,19-01-2026
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,1.50,Metric Tonnes,18-12-2025
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,2.00,Metric Tonnes,16-12-2025
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,1.20,Metric Tonnes,16-01-2026
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,1.50,Metric Tonnes,14-01-2026
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,1.50,Metric Tonnes,12-12-2025
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,1.50,Metric Tonnes,11-01-2026
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,10.00,Metric Tonnes,10-12-2025
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,2.00,Metric Tonnes,09-12-2025
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,2.00,Metric Tonnes,09-01-2026
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,1.00,Metric Tonnes,08-01-2026
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,2.00,Metric Tonnes,07-02-2026
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,2.00,Metric Tonnes,06-02-2026
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,1.20,Metric Tonnes,06-01-2026
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,1.00,Metric Tonnes,05-12-2025
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,1.00,Metric Tonnes,05-02-2026
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,2.00,Metric Tonnes,03-12-2025
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,2.00,Metric Tonnes,02-02-2026
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"2,000.00","2,000.00","2,000.00",Rs./Quintal,1.30,Metric Tonnes,01-12-2025
Uttar Pradesh,Amroha,Dhanaura APMC,Vegetables,Onion,Medium,Medium,"1,500.00","2,000.00","1,833.33",Rs./Quintal,4.50,Metric Tonnes,01-01-2026
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,400.00","1,540.00","1,500.00",Rs./Quintal,5.00,Metric Tonnes,31-12-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,500.00","1,620.00","1,560.00",Rs./Quintal,4.00,Metric Tonnes,31-01-2026
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,400.00","1,540.00","1,490.00",Rs./Quintal,4.00,Metric Tonnes,30-12-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,400.00","1,620.00","1,520.00",Rs./Quintal,4.00,Metric Tonnes,30-01-2026
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,400.00","1,540.00","1,490.00",Rs./Quintal,5.00,Metric Tonnes,29-12-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,100.00","1,250.00","1,160.00",Rs./Quintal,6.00,Metric Tonnes,29-11-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,400.00","1,540.00","1,500.00",Rs./Quintal,9.00,Metric Tonnes,29-01-2026
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,100.00","1,250.00","1,170.00",Rs./Quintal,7.00,Metric Tonnes,28-11-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,400.00","1,650.00","1,520.00",Rs./Quintal,5.00,Metric Tonnes,28-01-2026
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,300.00","1,450.00","1,400.00",Rs./Quintal,2.00,Metric Tonnes,27-12-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,100.00","1,250.00","1,200.00",Rs./Quintal,4.00,Metric Tonnes,27-11-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,400.00","1,540.00","1,500.00",Rs./Quintal,5.00,Metric Tonnes,27-01-2026
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,300.00","1,450.00","1,400.00",Rs./Quintal,4.00,Metric Tonnes,26-12-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,200.00","1,320.00","1,230.00",Rs./Quintal,3.00,Metric Tonnes,26-11-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,400.00","1,520.00","1,460.00",Rs./Quintal,6.00,Metric Tonnes,24-12-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,200.00","1,320.00","1,240.00",Rs./Quintal,4.00,Metric Tonnes,24-11-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,400.00","1,500.00","1,450.00",Rs./Quintal,4.00,Metric Tonnes,23-12-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,400.00","1,560.00","1,500.00",Rs./Quintal,5.00,Metric Tonnes,22-12-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,200.00","1,300.00","1,250.00",Rs./Quintal,5.00,Metric Tonnes,21-11-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,400.00","1,540.00","1,460.00",Rs./Quintal,4.00,Metric Tonnes,20-12-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,200.00","1,300.00","1,250.00",Rs./Quintal,5.00,Metric Tonnes,20-11-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,200.00","1,350.00","1,280.00",Rs./Quintal,8.00,Metric Tonnes,19-11-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,300.00","1,400.00","1,350.00",Rs./Quintal,5.00,Metric Tonnes,18-12-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,200.00","1,320.00","1,280.00",Rs./Quintal,8.00,Metric Tonnes,18-11-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,300.00","1,450.00","1,320.00",Rs./Quintal,2.00,Metric Tonnes,17-11-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,230.00","1,430.00","1,330.00",Rs./Quintal,3.00,Metric Tonnes,16-12-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,220.00","1,420.00","1,320.00",Rs./Quintal,2.00,Metric Tonnes,15-12-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,300.00","1,450.00","1,330.00",Rs./Quintal,3.00,Metric Tonnes,15-11-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,500.00","1,650.00","1,600.00",Rs./Quintal,5.00,Metric Tonnes,15-01-2026
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Onion,FAQ,"1,270.00","1,470.00","1,370.00",Rs./Quintal,1.00,Metric Tonnes,14-11-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,500.00","1,700.00","1,600.00",Rs./Quintal,5.00,Metric Tonnes,14-01-2026
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,300.00","1,450.00","1,370.00",Rs./Quintal,1.00,Metric Tonnes,13-11-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,400.00","1,630.00","1,530.00",Rs./Quintal,3.00,Metric Tonnes,13-01-2026
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,100.00","1,250.00","1,170.00",Rs./Quintal,7.00,Metric Tonnes,12-12-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,300.00","1,400.00","1,350.00",Rs./Quintal,5.00,Metric Tonnes,12-11-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,400.00","1,620.00","1,520.00",Rs./Quintal,2.00,Metric Tonnes,12-01-2026
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,100.00","1,250.00","1,200.00",Rs./Quintal,4.00,Metric Tonnes,11-12-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,300.00","1,400.00","1,350.00",Rs./Quintal,5.00,Metric Tonnes,11-11-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,300.00","1,400.00","1,350.00",Rs./Quintal,5.00,Metric Tonnes,10-11-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,500.00","1,600.00","1,540.00",Rs./Quintal,4.00,Metric Tonnes,10-01-2026
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,000.00","1,150.00","1,020.00",Rs./Quintal,5.00,Metric Tonnes,09-12-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,500.00","1,600.00","1,540.00",Rs./Quintal,4.00,Metric Tonnes,09-01-2026
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,000.00","1,100.00","1,020.00",Rs./Quintal,4.00,Metric Tonnes,08-12-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,300.00","1,400.00","1,350.00",Rs./Quintal,4.00,Metric Tonnes,08-11-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,500.00","1,600.00","1,550.00",Rs./Quintal,1.20,Metric Tonnes,08-01-2026
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,300.00","1,400.00","1,350.00",Rs./Quintal,5.00,Metric Tonnes,07-11-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,450.00","1,620.00","1,520.00",Rs./Quintal,2.00,Metric Tonnes,07-01-2026
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,000.00","1,120.00","1,030.00",Rs./Quintal,14.00,Metric Tonnes,06-12-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,400.00","1,540.00","1,500.00",Rs./Quintal,4.00,Metric Tonnes,06-01-2026
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,100.00","1,250.00","1,200.00",Rs./Quintal,4.00,Metric Tonnes,05-12-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,500.00","1,600.00","1,550.00",Rs./Quintal,5.00,Metric Tonnes,05-01-2026
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,100.00","1,250.00","1,190.00",Rs./Quintal,8.00,Metric Tonnes,04-12-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,600.00","1,720.00","1,660.00",Rs./Quintal,12.00,Metric Tonnes,04-02-2026
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,100.00","1,250.00","1,190.00",Rs./Quintal,9.00,Metric Tonnes,03-12-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,600.00","1,780.00","1,650.00",Rs./Quintal,5.00,Metric Tonnes,03-02-2026
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,100.00","1,300.00","1,200.00",Rs./Quintal,4.00,Metric Tonnes,02-12-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,500.00","1,650.00","1,600.00",Rs./Quintal,4.00,Metric Tonnes,02-02-2026
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,100.00","1,250.00","1,200.00",Rs./Quintal,4.00,Metric Tonnes,01-12-2025
Uttar Pradesh,Auraiya,Achalda APMC,Vegetables,Onion,Red,FAQ,"1,400.00","1,540.00","1,480.00",Rs./Quintal,8.00,Metric Tonnes,01-01-2026
Uttar Pradesh,Auraiya,Auraiya APMC,Vegetables,Onion,Red,FAQ,"1,350.00","1,580.00","1,480.00",Rs./Quintal,17.00,Metric Tonnes,31-12-2025
Uttar Pradesh,Auraiya,Auraiya APMC,Vegetables,Onion,Red,FAQ,"1,300.00","1,600.00","1,480.00",Rs./Quintal,19.00,Metric Tonnes,30-12-2025
Uttar Pradesh,Auraiya,Auraiya APMC,Vegetables,Onion,Red,FAQ,"1,100.00","1,300.00","1,200.00",Rs./Quintal,27.50,Metric Tonnes,30-11-2025
Uttar Pradesh,Auraiya,Auraiya APMC,Vegetables,Onion,Red,FAQ,"1,300.00","1,600.00","1,490.00",Rs./Quintal,18.50,Metric Tonnes,29-12-2025
Uttar Pradesh,Auraiya,Auraiya APMC,Vegetables,Onion,Red,FAQ,"1,075.00","1,280.00","1,180.00",Rs./Quintal,28.00,Metric Tonnes,29-11-2025
Uttar Pradesh,Auraiya,Auraiya APMC,Vegetables,Onion,Red,FAQ,"1,400.00","1,590.00","1,500.00",Rs./Quintal,17.00,Metric Tonnes,28-12-2025
Uttar Pradesh,Auraiya,Auraiya APMC,Vegetables,Onion,Red,FAQ,"1,080.00","1,280.00","1,175.00",Rs./Quintal,26.00,Metric Tonnes,28-11-2025
Uttar Pradesh,Auraiya,Auraiya APMC,Vegetables,Onion,Red,FAQ,"1,100.00","1,300.00","1,200.00",Rs./Quintal,25.00,Metric Tonnes,27-11-2025
Uttar Pradesh,Auraiya,Auraiya APMC,Vegetables,Onion,Red,FAQ,"1,300.00","1,485.00","1,400.00",Rs./Quintal,18.50,Metric Tonnes,26-12-2025
Uttar Pradesh,Auraiya,Auraiya APMC,Vegetables,Onion,Red,FAQ,"1,100.00","1,340.00","1,230.00",Rs./Quintal,30.00,Metric Tonnes,26-11-2025
Uttar Pradesh,Auraiya,Auraiya APMC,Vegetables,Onion,Red,FAQ,"1,290.00","1,500.00","1,400.00",Rs./Quintal,20.00,Metric Tonnes,25-12-2025
Uttar Pradesh,Auraiya,Auraiya APMC,Vegetables,Onion,Red,FAQ,"1,110.00","1,350.00","1,235.00",Rs./Quintal,29.50,Metric Tonnes,25-11-2025
Uttar Pradesh,Auraiya,Auraiya APMC,Vegetables,Onion,Red,FAQ,"1,400.00","1,600.00","1,500.00",Rs./Quintal,19.00,Metric Tonnes,24-12-2025
Uttar Pradesh,Auraiya,Auraiya APMC,Vegetables,Onion,Red,FAQ,"1,110.00","1,325.00","1,240.00",Rs./Quintal,29.00,Metric Tonnes,24-11-2025
Uttar Pradesh,Auraiya,Auraiya APMC,Vegetables,Onion,Red,FAQ,"1,400.00","1,650.00","1,530.00",Rs./Quintal,17.50,Metric Tonnes,23-12-2025
Uttar Pradesh,Auraiya,Auraiya APMC,Vegetables,Onion,Red,FAQ,"1,115.00","1,330.00","1,240.00",Rs./Quintal,24.00,Metric Tonnes,23-11-2025
Uttar Pradesh,Auraiya,Auraiya APMC,Vegetables,Onion,Red,FAQ,"1,350.00","1,600.00","1,500.00",Rs./Quintal,19.00,Metric Tonnes,22-12-2025
